"id","region","total_cc","imported_cc","sub_total_epilinks_cc","shincheonji_cc","small_clusters_cc","contacts_cc","epi_link_imported_cc","other_cc","new_cc","target_1_dates"
49,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-12
49,"Gyeong-buk","1367","12","1224","566","468","190","0","131","1",2020-05-12
49,"Gyeong-nam","118","15","85","32","46","6","1","18","1",2020-05-12
49,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-12
49,"Airport","480","480","0","0","0","0","0","0","1",2020-05-12
50,"Seoul","707","259","425","8","332","16","69","23","12",2020-05-13
50,"Busan","144","27","88","12","57","18","1","29","3",2020-05-13
50,"Daegu","6865","25","6117","4510","678","925","4","723","3",2020-05-13
50,"Incheon","107","46","55","2","41","5","7","6","2",2020-05-13
50,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-13
50,"Daejeon","43","13","21","2","11","8","0","9","0",2020-05-13
50,"Ulsan","45","14","24","16","2","3","3","7","1",2020-05-13
50,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-13
50,"Gyeonggi","708","171","493","29","350","52","62","44","2",2020-05-13
50,"Gangwon","54","15","32","17","15","0","0","7","0",2020-05-13
50,"Chung-buk","52","7","37","6","23","6","2","8","0",2020-05-13
50,"Chung-nam","143","13","120","0","118","1","1","10","0",2020-05-13
50,"Jeon-buk","20","10","5","1","4","0","0","5","1",2020-05-13
50,"Jeon-nam","16","8","5","1","1","2","1","3","0",2020-05-13
50,"Gyeong-buk","1367","12","1224","566","468","190","0","131","0",2020-05-13
50,"Gyeong-nam","119","15","86","32","47","6","1","18","1",2020-05-13
50,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-13
50,"Airport","481","481","0","0","0","0","0","0","1",2020-05-13
51,"Seoul","711","260","428","8","335","16","69","23","4",2020-05-14
51,"Busan","144","27","88","12","57","18","1","29","0",2020-05-14
51,"Daegu","6865","25","6116","4510","678","924","4","724","0",2020-05-14
51,"Incheon","119","46","67","2","52","6","7","6","12",2020-05-14
51,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-14
51,"Daejeon","43","13","21","2","11","8","0","9","0",2020-05-14
51,"Ulsan","45","14","24","16","2","3","3","7","0",2020-05-14
51,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-14
51,"Gyeonggi","714","171","499","29","356","52","62","44","6",2020-05-14
51,"Gangwon","55","15","33","17","16","0","0","7","1",2020-05-14
51,"Chung-buk","55","7","40","6","26","6","2","8","3",2020-05-14
51,"Chung-nam","144","13","121","0","119","1","1","10","1",2020-05-14
51,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-14
51,"Jeon-nam","17","9","5","1","1","2","1","3","1",2020-05-14
51,"Gyeong-buk","1368","13","1224","566","468","190","0","131","1",2020-05-14
51,"Gyeong-nam","119","15","86","32","47","6","1","18","0",2020-05-14
51,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-14
51,"Airport","481","481","0","0","0","0","0","0","0",2020-05-14
52,"Seoul","725","260","441","8","348","16","69","24","14",2020-05-15
52,"Busan","144","27","88","12","57","18","1","29","0",2020-05-15
52,"Daegu","6868","25","6119","4510","678","927","4","724","3",2020-05-15
52,"Incheon","124","47","71","2","56","6","7","6","5",2020-05-15
52,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-15
52,"Daejeon","43","13","21","2","11","8","0","9","0",2020-05-15
52,"Ulsan","45","14","24","16","2","3","3","7","0",2020-05-15
52,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-15
52,"Gyeonggi","717","173","499","29","356","52","62","45","3",2020-05-15
52,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-15
52,"Chung-buk","55","7","40","6","26","6","2","8","0",2020-05-15
52,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-15
52,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-15
52,"Jeon-nam","18","10","5","1","1","2","1","3","1",2020-05-15
52,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-15
52,"Gyeong-nam","119","15","86","32","47","6","1","18","0",2020-05-15
52,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-15
52,"Airport","482","482","0","0","0","0","0","0","1",2020-05-15
53,"Seoul","730","260","446","8","353","16","69","24","5",2020-05-16
53,"Busan","144","27","88","12","57","18","1","29","0",2020-05-16
53,"Daegu","6869","25","6120","4510","678","928","4","724","1",2020-05-16
53,"Incheon","124","47","72","2","57","6","7","5","0",2020-05-16
53,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-16
53,"Daejeon","43","13","21","2","11","8","0","9","0",2020-05-16
53,"Ulsan","45","14","24","16","2","3","3","7","0",2020-05-16
53,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-16
53,"Gyeonggi","721","175","500","29","357","52","62","46","4",2020-05-16
53,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-16
53,"Chung-buk","56","7","41","6","27","6","2","8","1",2020-05-16
53,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-16
53,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-16
53,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-16
53,"Gyeong-buk","1368","13","4","566","468","190","0","131","0",2020-05-16
53,"Gyeong-nam","119","15","86","32","47","6","1","18","0",2020-05-16
53,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-16
53,"Airport","490","490","0","0","0","0","0","0","8",2020-05-16
54,"Seoul","735","261","450","8","357","16","69","24","5",2020-05-17
54,"Busan","144","27","88","12","57","18","1","29","0",2020-05-17
54,"Daegu","6870","25","6120","4510","678","928","4","725","1",2020-05-17
54,"Incheon","124","47","72","2","57","6","7","5","0",2020-05-17
54,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-17
54,"Daejeon","44","13","22","2","12","8","0","9","1",2020-05-17
54,"Ulsan","45","14","24","16","2","3","3","7","0",2020-05-17
54,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-17
54,"Gyeonggi","721","175","500","29","357","52","62","46","0",2020-05-17
54,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-17
54,"Chung-buk","56","7","41","6","27","6","2","8","0",2020-05-17
54,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-17
54,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-17
54,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-17
54,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-17
54,"Gyeong-nam","121","17","86","32","47","6","1","18","2",2020-05-17
54,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-17
54,"Airport","494","494","0","0","0","0","0","0","4",2020-05-17
55,"Seoul","736","262","450","8","357","16","69","24","1",2020-05-18
55,"Busan","144","27","88","12","57","18","1","29","0",2020-05-18
55,"Daegu","6871","25","6115","4510","678","923","4","731","1",2020-05-18
55,"Incheon","124","47","72","2","57","6","7","5","0",2020-05-18
55,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-18
55,"Daejeon","44","13","22","2","12","8","0","9","0",2020-05-18
55,"Ulsan","45","14","24","16","2","3","3","7","0",2020-05-18
55,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-18
55,"Gyeonggi","724","176","502","29","359","52","62","46","3",2020-05-18
55,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-18
55,"Chung-buk","59","8","42","6","27","7","2","9","3",2020-05-18
55,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-18
55,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-18
55,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-18
55,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-18
55,"Gyeong-nam","121","17","86","32","47","6","1","18","0",2020-05-18
55,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-18
55,"Airport","501","501","0","0","0","0","0","0","7",2020-05-18
56,"Seoul","742","262","455","8","361","17","69","25","6",2020-05-19
56,"Busan","144","27","88","12","57","18","1","29","0",2020-05-19
56,"Daegu","6871","25","6115","4510","678","923","4","731","0",2020-05-19
56,"Incheon","126","47","74","2","59","6","7","5","2",2020-05-19
56,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-19
56,"Daejeon","44","13","22","2","12","8","0","9","0",2020-05-19
56,"Ulsan","49","18","24","16","2","3","3","7","4",2020-05-19
56,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-19
56,"Gyeonggi","725","176","503","29","360","52","62","46","1",2020-05-19
56,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-19
56,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-19
56,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-19
56,"Jeon-buk","20","10","5","1","4","0","0","5","0",2020-05-19
56,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-19
56,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-19
56,"Gyeong-nam","121","17","86","32","47","6","1","18","0",2020-05-19
56,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-19
56,"Airport","501","501","0","0","0","0","0","0","0",2020-05-19
57,"Seoul","752","266","460","8","366","17","69","26","10",2020-05-20
57,"Busan","144","27","88","12","57","18","1","29","0",2020-05-20
57,"Daegu","6872","25","6115","4510","678","923","4","732","1",2020-05-20
57,"Incheon","134","47","82","2","67","6","7","5","8",2020-05-20
57,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-20
57,"Daejeon","44","13","22","2","12","8","0","9","0",2020-05-20
57,"Ulsan","49","18","24","16","2","3","3","7","0",2020-05-20
57,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-20
57,"Gyeonggi","735","178","510","29","367","52","62","47","10",2020-05-20
57,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-20
57,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-20
57,"Chung-nam","144","13","121","0","119","1","1","10","0",2020-05-20
57,"Jeon-buk","21","10","6","1","5","0","0","5","1",2020-05-20
57,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-20
57,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-20
57,"Gyeong-nam","121","17","86","32","47","6","1","18","0",2020-05-20
57,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-20
57,"Airport","503","503","0","0","0","0","0","0","2",2020-05-20
58,"Seoul","756","267","463","8","369","17","69","26","4",2020-05-21
58,"Busan","144","27","88","12","57","18","1","29","0",2020-05-21
58,"Daegu","6872","25","6115","4510","678","923","4","732","0",2020-05-21
58,"Incheon","140","47","88","2","73","6","7","5","6",2020-05-21
58,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-21
58,"Daejeon","44","13","22","2","12","8","0","9","0",2020-05-21
58,"Ulsan","49","18","24","16","2","3","3","7","0",2020-05-21
58,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-21
58,"Gyeonggi","735","178","510","29","367","52","62","47","0",2020-05-21
58,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-21
58,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-21
58,"Chung-nam","145","13","122","0","120","1","1","10","1",2020-05-21
58,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-21
58,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-21
58,"Gyeong-buk","1368","13","1224","566","468","190","0","131","0",2020-05-21
58,"Gyeong-nam","121","17","86","32","47","6","1","18","0",2020-05-21
58,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-21
58,"Airport","504","504","0","0","0","0","0","0","1",2020-05-21
59,"Seoul","758","268","463","8","369","17","69","27","2",2020-05-22
59,"Busan","144","27","88","12","57","18","1","29","0",2020-05-22
59,"Daegu","6872","25","6115","4510","678","923","4","732","0",2020-05-22
59,"Incheon","141","47","89","2","74","6","7","5","1",2020-05-22
59,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-22
59,"Daejeon","44","13","22","2","12","8","0","9","0",2020-05-22
59,"Ulsan","50","19","24","16","2","3","3","7","1",2020-05-22
59,"Sejong","741","178","516","29","371","54","62","47","6",2020-05-22
59,"Gyeonggi","55","15","33","17","16","0","0","7","0",2020-05-22
59,"Gangwon","59","8","42","6","27","7","2","9","0",2020-05-22
59,"Chung-buk","145","13","122","0","120","1","1","10","0",2020-05-22
59,"Chung-nam","21","10","6","1","5","0","0","5","0",2020-05-22
59,"Jeon-buk","18","10","5","1","1","2","1","3","0",2020-05-22
59,"Jeon-nam","1370","13","1225","566","468","191","0","132","2",2020-05-22
59,"Gyeong-buk","122","17","87","32","48","6","1","18","1",2020-05-22
59,"Gyeong-nam","14","8","2","0","1","0","1","4","0",2020-05-22
59,"Jeju","511","511","0","0","0","0","0","0","7",2020-05-22
59,"Airport",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-22
60,"Seoul","762","268","467","8","373","17","69","27","4",2020-05-23
60,"Busan","144","27","88","12","57","18","1","29","0",2020-05-23
60,"Daegu","6873","25","611","4510","678","924","4","732","1",2020-05-23
60,"Incheon","141","47","89","2","74","6","7","5","0",2020-05-23
60,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-23
60,"Daejeon","45","14","22","2","12","8","0","9","1",2020-05-23
60,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-23
60,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-23
60,"Gyeonggi","754","178","528","29","385","52","62","48","13",2020-05-23
60,"Gangwon","55","15","33","17","16","0","0","7","0",2020-05-23
60,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-23
60,"Chung-nam","145","13","122","0","120","1","1","10","0",2020-05-23
60,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-23
60,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-23
60,"Gyeong-buk","1370","13","5","566","468","191","0","132","0",2020-05-23
60,"Gyeong-nam","123","17","87","32","48","6","1","19","1",2020-05-23
60,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-23
60,"Airport","514","514","0","0","0","0","0","0","3",2020-05-23
61,"Seoul","768","270","471","8","377","17","69","27","6",2020-05-24
61,"Busan","144","27","88","12","57","18","1","29","0",2020-05-24
61,"Daegu","6873","25","6117","4510","682","921","4","731","0",2020-05-24
61,"Incheon","143","47","91","2","76","6","7","5","2",2020-05-24
61,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-24
61,"Daejeon","45","14","22","2","12","8","0","9","0",2020-05-24
61,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-24
61,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-24
61,"Gyeonggi","760","179","533","29","390","52","62","48","6",2020-05-24
61,"Gangwon","56","16","33","17","16","0","0","7","1",2020-05-24
61,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-24
61,"Chung-nam","145","13","122","0","120","1","1","10","0",2020-05-24
61,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-24
61,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-24
61,"Gyeong-buk","1376","13","1231","566","474","191","0","132","6",2020-05-24
61,"Gyeong-nam","123","17","87","32","48","6","1","19","0",2020-05-24
61,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-24
61,"Airport","518","518","0","0","0","0","0","0","4",2020-05-24
62,"Seoul","774","270","476","8","382","17","69","28","6",2020-05-25
62,"Busan","144","27","88","12","57","18","1","29","0",2020-05-25
62,"Daegu","6874","25","6120","4510","682","924","4","731","1",2020-05-25
62,"Incheon","144","47","92","2","77","6","7","5","1",2020-05-25
62,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-25
62,"Daejeon","45","14","22","2","12","8","0","9","0",2020-05-25
62,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-25
62,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-25
62,"Gyeonggi","766","181","537","29","394","52","62","48","6",2020-05-25
62,"Gangwon","56","16","33","17","16","0","0","7","0",2020-05-25
62,"Chung-buk","59","8","42","6","27","7","2","9","0",2020-05-25
62,"Chung-nam","145","13","122","0","120","1","1","10","0",2020-05-25
62,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-25
62,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-25
62,"Gyeong-buk","1377","13","1232","566","475","191","0","132","1",2020-05-25
62,"Gyeong-nam","123","17","87","32","48","6","1","19","0",2020-05-25
62,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-25
62,"Airport","519","519","0","0","0","0","0","0","1",2020-05-25
63,"Seoul","783","271","485","8","390","18","69","27","9",2020-05-26
63,"Busan","144","27","88","12","57","18","1","29","0",2020-05-26
63,"Daegu","6875","25","6119","4510","685","920","4","731","1",2020-05-26
63,"Incheon","147","47","95","2","80","6","7","5","3",2020-05-26
63,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-26
63,"Daejeon","45","14","22","2","12","8","0","9","0",2020-05-26
63,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-26
63,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-26
63,"Gyeonggi","768","181","539","29","396","52","62","48","2",2020-05-26
63,"Gangwon","56","16","33","17","16","0","0","7","0",2020-05-26
63,"Chung-buk","60","8","42","6","27","7","2","10","1",2020-05-26
63,"Chung-nam","145","13","122","0","120","1","1","10","0",2020-05-26
63,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-26
63,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-26
63,"Gyeong-buk","1378","13","1232","566","476","190","0","133","1",2020-05-26
63,"Gyeong-nam","123","17","87","32","48","6","1","19","0",2020-05-26
63,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-26
63,"Airport","521","521","0","0","0","0","0","0","2",2020-05-26
64,"Seoul","802","271","501","8","403","21","69","30","19",2020-05-27
64,"Busan","144","27","88","12","57","18","1","29","0",2020-05-27
64,"Daegu","6878","26","6119","4510","685","920","4","733","3",2020-05-27
64,"Incheon","158","48","105","2","90","6","7","5","11",2020-05-27
64,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-27
64,"Daejeon","45","14","22","2","12","8","0","9","0",2020-05-27
64,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-27
64,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-27
64,"Gyeonggi","774","181","544","29","397","56","62","49","6",2020-05-27
64,"Gangwon","56","16","33","17","16","0","0","7","0",2020-05-27
64,"Chung-buk","60","8","42","6","27","7","2","10","0",2020-05-27
64,"Chung-nam","145","13","122","0","120","1","1","10","0",2020-05-27
64,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-27
64,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-27
64,"Gyeong-buk","1378","13","1233","566","477","190","0","132","0",2020-05-27
64,"Gyeong-nam","123","17","87","32","48","6","1","19","0",2020-05-27
64,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-27
64,"Airport","522","522","0","0","0","0","0","0","1",2020-05-27
65,"Seoul","826","273","520","8","425","18","69","33","24",2020-05-28
65,"Busan","145","28","88","12","57","18","1","29","1",2020-05-28
65,"Daegu","6880","26","6118","4510","684","920","4","736","2",2020-05-28
65,"Incheon","180","48","127","2","112","6","7","5","22",2020-05-28
65,"Gwangju","30","14","16","9","0","1","6","0","0",2020-05-28
65,"Daejeon","45","14","22","2","12","8","0","9","0",2020-05-28
65,"Ulsan","50","19","24","16","2","3","3","7","0",2020-05-28
65,"Sejong","47","4","42","1","38","3","0","1","0",2020-05-28
65,"Gyeonggi","795","181","566","29","423","52","62","48","21",2020-05-28
65,"Gangwon","56","16","33","17","16","0","0","7","0",2020-05-28
65,"Chung-buk","60","8","42","6","27","7","2","10","0",2020-05-28
65,"Chung-nam","146","13","123","0","121","1","1","10","1",2020-05-28
65,"Jeon-buk","21","10","6","1","5","0","0","5","0",2020-05-28
65,"Jeon-nam","18","10","5","1","1","2","1","3","0",2020-05-28
65,"Gyeong-buk","1379","14","1233","566","477","190","0","132","1",2020-05-28
65,"Gyeong-nam","123","17","87","32","48","6","1","19","0",2020-05-28
65,"Jeju","14","8","2","0","1","0","1","4","0",2020-05-28
65,"Airport","529","529","0","0","0","0","0","0","7",2020-05-28
